Data from JCR0004_YellowVentral_Reflection_00003.txt Node
Date: Wed Jul 22 13:47:13 ACST 2020
User: Stacey Dix
Spectrometer: MAYP113282
Scans to average: 1
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
198.791	-166.67
199.266	1300
199.74	214.29
200.215	42.86
200.69	-3.3
201.164	73.11
201.639	29.41
202.114	30.5
202.588	45.66
203.063	27.46
203.537	36.72
204.012	40.93
204.486	35.68
204.961	30.39
205.435	16.43
205.909	40.64
206.384	20.18
206.858	12.2
207.332	32.05
207.807	33.92
208.281	20.36
208.755	9.25
209.229	45.25
209.703	22.93
210.177	13.71
210.651	31.06
211.126	5.73
211.6	35.97
212.074	20
212.548	21.46
213.021	34.28
213.495	23.6
213.969	48.01
214.443	24.12
214.917	33.11
215.391	21.33
215.864	11.67
216.338	14.21
216.812	20.63
217.286	30.52
217.759	26.87
218.233	23.6
218.706	24.94
219.18	21.95
219.654	23.08
220.127	13.55
220.6	27.52
221.074	20
221.547	22.52
222.021	14.29
222.494	20.99
222.967	16.36
223.441	18.93
223.914	20.38
224.387	24.97
224.86	23.29
225.334	20.37
225.807	18.41
226.28	18.46
226.753	17.73
227.226	18.97
227.699	19.28
228.172	18.2
228.645	20.03
229.118	17.51
229.591	16.18
230.064	16.83
230.537	19.95
231.01	19.98
231.482	18.88
231.955	17.87
232.428	19.24
232.901	18.44
233.373	16.27
233.846	19.32
234.319	17.78
234.791	17.69
235.264	17.14
235.736	18.18
236.209	17.28
236.681	17.06
237.154	18.06
237.626	18.23
238.099	16.31
238.571	17.42
239.044	16.81
239.516	17.54
239.988	16.93
240.46	16.1
240.933	17.47
241.405	17.04
241.877	17.15
242.349	17.5
242.821	17.95
243.293	15.74
243.765	17.38
244.237	17.35
244.71	17.25
245.181	16.31
245.653	16.73
246.125	16.11
246.597	15.87
247.069	16.34
247.541	15.06
248.013	16.16
248.485	15.53
248.956	17.18
249.428	15.48
249.9	15.93
250.371	17.27
250.843	15.24
251.315	15.28
251.786	15.44
252.258	15.36
252.729	15.65
253.201	16.01
253.672	16.18
254.144	14.75
254.615	16.28
255.086	15.23
255.558	15.22
256.029	15.08
256.5	14.32
256.972	15.02
257.443	15.82
257.914	15.55
258.385	14.94
258.856	15.4
259.327	15.4
259.799	14.93
260.27	15.2
260.741	16.08
261.212	15.52
261.683	14.97
262.154	15.14
262.624	15.56
263.095	14.54
263.566	14.53
264.037	14.19
264.508	15.23
264.979	14.59
265.449	15.33
265.92	15.23
266.391	14.36
266.861	15.43
267.332	14.74
267.803	14.8
268.273	14.32
268.744	15
269.214	15.4
269.685	14.74
270.155	15.26
270.626	14.97
271.096	15.52
271.566	15.19
272.037	14.63
272.507	15.33
272.977	13.91
273.448	13.94
273.918	14.45
274.388	15.18
274.858	14.07
275.328	15.11
275.798	16.24
276.268	14.63
276.738	15.88
277.208	14.56
277.678	14.97
278.148	14.94
278.618	15.17
279.088	14.68
279.558	14.9
280.028	13.51
280.498	14.47
280.968	13.29
281.437	14.78
281.907	14.05
282.377	14.78
282.847	14.66
283.316	15.2
283.786	13.58
284.255	14.44
284.725	14.45
285.194	14.58
285.664	14.64
286.133	13.16
286.603	14.59
287.072	15.1
287.542	14.52
288.011	15.8
288.48	14.43
288.95	14.44
289.419	15.17
289.888	13.83
290.357	15.09
290.827	14.27
291.296	14.1
291.765	15.38
292.234	15.15
292.703	15.42
293.172	14.46
293.641	15.02
294.11	14.96
294.579	15.05
295.048	15.1
295.517	14.8
295.986	15.03
296.455	14.94
296.923	14.99
297.392	15.98
297.861	15.54
298.33	15.14
298.798	15.26
299.267	15.61
299.736	14.82
300.204	14.96
300.673	15.02
301.141	15.68
301.61	16.23
302.079	16.67
302.547	15.19
303.015	15.12
303.484	16.17
303.952	15.97
304.421	15.42
304.889	15.44
305.357	15.67
305.825	15.81
306.294	16.5
306.762	16.31
307.23	14.97
307.698	15.59
308.166	16.77
308.634	16.25
309.103	16.33
309.571	15.74
310.039	17.71
310.507	16.08
310.975	15.95
311.442	16.6
311.91	16.86
312.378	15.98
312.846	17.11
313.314	16.51
313.782	16.06
314.249	16.44
314.717	17.01
315.185	17.24
315.652	17.36
316.12	18.29
316.588	15.64
317.055	16.98
317.523	17.49
317.99	17.46
318.458	17.08
318.925	18.39
319.393	17.34
319.86	18.12
320.328	17.1
320.795	16.92
321.262	16.26
321.73	16.99
322.197	17.43
322.664	17.62
323.131	17.52
323.598	16.73
324.066	16.07
324.533	16.69
325	17.34
325.467	17.37
325.934	16.88
326.401	16.86
326.868	17.88
327.335	17.74
327.802	17.06
328.269	17.15
328.735	16.66
