Data from JCR0025_White2_Reflection_00003.txt Node
Date: Fri Jul 31 11:58:49 ACST 2020
User: Stacey Dix
Spectrometer: MAYP113282
Scans to average: 1
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
198.791	-104.55
199.266	6.25
199.74	85
200.215	25
200.69	18.53
201.164	59.43
201.639	-4.74
202.114	38.05
202.588	35.41
203.063	30.08
203.537	25.31
204.012	43.3
204.486	16.73
204.961	21.21
205.435	34.63
205.909	40.49
206.384	5.18
206.858	-4.23
207.332	31.86
207.807	25.83
208.281	36.66
208.755	8.57
209.229	24.53
209.703	25.8
210.177	42.63
210.651	30.57
211.126	26.58
211.6	1.38
212.074	33.29
212.548	15.62
213.021	2.79
213.495	30.92
213.969	22.51
214.443	32.6
214.917	19.75
215.391	32.78
215.864	10.19
216.338	24.51
216.812	25.61
217.286	26.34
217.759	22.97
218.233	20.96
218.706	11.22
219.18	6.66
219.654	17.83
220.127	28.06
220.6	7.32
221.074	24.38
221.547	20.32
222.021	16.02
222.494	21.08
222.967	23.69
223.441	17.64
223.914	22.32
224.387	18.95
224.86	19.82
225.334	24.11
225.807	18.69
226.28	21.46
226.753	17.31
227.226	21.45
227.699	19.79
228.172	18
228.645	22.28
229.118	12.04
229.591	19.11
230.064	15.85
230.537	19.64
231.01	18.81
231.482	16.54
231.955	11.15
232.428	17.38
232.901	17.88
233.373	16.98
233.846	17.97
234.319	16.42
234.791	17.4
235.264	16.46
235.736	16.71
236.209	17.03
236.681	17.68
237.154	16.89
237.626	17.01
238.099	16.37
238.571	15.12
239.044	17.02
239.516	15.69
239.988	14.72
240.46	16.77
240.933	14.76
241.405	17.02
241.877	15.76
242.349	16.59
242.821	16.88
243.293	16.72
243.765	15.92
244.237	16.93
244.71	14.93
245.181	15.43
245.653	15.58
246.125	15.84
246.597	17.03
247.069	14.69
247.541	15.62
248.013	16.67
248.485	16.08
248.956	15.86
249.428	14.89
249.9	13.79
250.371	13.75
250.843	16.16
251.315	15.52
251.786	15.23
252.258	14.53
252.729	14.57
253.201	15.51
253.672	14.34
254.144	16.16
254.615	14.71
255.086	14.86
255.558	14.4
256.029	14.8
256.5	15.5
256.972	14.38
257.443	14.35
257.914	14.59
258.385	14.44
258.856	13.76
259.327	14.32
259.799	14.68
260.27	14.39
260.741	14.01
261.212	14.66
261.683	14.28
262.154	13.85
262.624	14.04
263.095	14.74
263.566	13.88
264.037	14.48
264.508	13.83
264.979	14.77
265.449	13.89
265.92	13.6
266.391	14.25
266.861	14.55
267.332	14.46
267.803	14.29
268.273	14.62
268.744	13.75
269.214	14.77
269.685	14.13
270.155	14.48
270.626	15.16
271.096	14.82
271.566	14.78
272.037	14.85
272.507	14.67
272.977	13.67
273.448	14.53
273.918	13.55
274.388	14.89
274.858	12.97
275.328	13.64
275.798	14.33
276.268	15.47
276.738	13.9
277.208	14.47
277.678	14.18
278.148	13.7
278.618	14.47
279.088	14.58
279.558	15.04
280.028	13.18
280.498	13.88
280.968	14.74
281.437	13.33
281.907	13.67
282.377	14.09
282.847	13.64
283.316	13.76
283.786	14.21
284.255	13.89
284.725	14.05
285.194	14.38
285.664	14.22
286.133	13.1
286.603	13.04
287.072	14.67
287.542	13.65
288.011	13.95
288.48	14.04
288.95	13.49
289.419	13.24
289.888	12.83
290.357	13.89
