Data from JCR0019_Black2_Reflection_00001.txt Node
Date: Thu Jul 23 16:45:55 ACST 2020
User: Stacey Dix
Spectrometer: MAYP113282
Scans to average: 1
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
198.791	-291.67
199.266	-183.33
199.74	-41.67
200.215	0
200.69	-12.1
201.164	-11.03
201.639	-4.21
202.114	9.97
202.588	-5.2
203.063	15.31
203.537	1.06
204.012	14.67
204.486	-12.96
204.961	-5.74
205.435	-4.65
205.909	11.42
206.384	6.89
206.858	-3.58
207.332	1.71
207.807	-1.54
208.281	10.57
208.755	4.57
209.229	12.43
209.703	19.06
210.177	15.68
210.651	-5.48
211.126	20.86
211.6	3.4
212.074	22.41
212.548	20.71
213.021	9.26
213.495	22.81
213.969	14.49
214.443	10.77
214.917	13.97
215.391	16.23
215.864	16.38
216.338	16.67
216.812	8.4
217.286	11.64
217.759	30.2
218.233	17.35
218.706	22.84
219.18	15.11
219.654	18.79
220.127	13.93
220.6	27.54
221.074	20.06
221.547	22.56
222.021	24.19
222.494	25.3
222.967	22.56
223.441	16.53
223.914	27.23
224.387	28.65
224.86	27.73
225.334	28.98
225.807	29.42
226.28	24.08
226.753	28.19
227.226	27.28
227.699	27.41
228.172	27.58
228.645	28.77
229.118	30.18
229.591	25.27
230.064	28.21
230.537	27.92
231.01	29.74
231.482	25.75
231.955	32.32
232.428	27.75
232.901	29.55
233.373	31.3
233.846	28.84
234.319	27.03
234.791	27.38
235.264	27.02
235.736	26.89
236.209	28.43
236.681	28.25
237.154	30.1
237.626	29.8
238.099	27.9
238.571	28.84
239.044	28.11
239.516	28.56
239.988	28.78
240.46	27.98
240.933	28.59
241.405	27.2
241.877	26.28
242.349	28.93
242.821	29.05
243.293	26.42
243.765	26.23
244.237	26.69
244.71	28.23
245.181	26.73
245.653	27.35
246.125	25.51
246.597	26.89
247.069	25.55
247.541	25.57
248.013	25.63
248.485	26.44
248.956	24.59
249.428	23.44
249.9	23.67
250.371	25.77
250.843	23.9
251.315	24.33
251.786	25.56
252.258	25.49
252.729	26.31
253.201	24.5
253.672	25.03
254.144	24.29
254.615	24.94
255.086	24.37
255.558	24.13
256.029	25.1
256.5	26.05
256.972	25.09
257.443	24.1
257.914	26.32
258.385	25
258.856	25.43
259.327	25.53
259.799	24.55
260.27	25.38
260.741	26.53
261.212	25.09
261.683	26.36
262.154	24.96
262.624	24.92
263.095	25.95
263.566	26.94
264.037	25.71
264.508	25.53
264.979	25.41
265.449	25.38
265.92	25.8
266.391	25
266.861	25.52
267.332	25.56
267.803	24.64
268.273	25.47
268.744	25
269.214	25.45
269.685	23.73
270.155	25.76
270.626	24.65
271.096	25.59
271.566	25.12
272.037	25.37
272.507	23.45
272.977	24.81
273.448	23.81
273.918	26.04
274.388	25.01
274.858	25.05
275.328	25.26
275.798	25.78
276.268	25.7
276.738	24.62
277.208	26.29
277.678	26.33
278.148	24.89
278.618	23.5
279.088	24.42
279.558	25.36
280.028	25.18
280.498	24.25
280.968	24.83
281.437	24.35
281.907	24.07
282.377	25.84
282.847	24.32
283.316	24.58
283.786	25.3
284.255	24.1
284.725	24.83
285.194	25.25
285.664	26.13
286.133	25.49
286.603	25.27
287.072	26.23
287.542	25.11
288.011	25.34
288.48	25.26
288.95	25.15
289.419	24.81
289.888	26.3
290.357	24.55
290.827	25.01
291.296	24.19
291.765	24.88
292.234	25.66
292.703	24.39
293.172	24.08
293.641	25.26
294.11	24.77
294.579	25.08
295.048	25.62
295.517	24.14
295.986	24.08
296.455	24.76
296.923	23.95
297.392	25.44
297.861	23.63
298.33	24.64
298.798	23.64
299.267	24.93
299.736	23.39
300.204	22.36
300.673	23.99
301.141	23.27
301.61	22.05
302.079	22.66
302.547	22.93
303.015	23.32
303.484	22.53
303.952	23.94
304.421	23.19
304.889	22.17
305.357	22.94
305.825	21.82
306.294	22.53
306.762	23.49
307.23	22.07
307.698	22.19
308.166	21.39
308.634	21.58
309.103	20.6
309.571	21.59
310.039	20.8
310.507	21.18
310.975	21.71
311.442	21.22
311.91	21.07
312.378	20.75
312.846	21.74
313.314	22.49
313.782	20.87
314.249	21.93
314.717	20.69
315.185	20.73
315.652	20.77
316.12	21.24
316.588	20.73
317.055	21.57
317.523	20.78
317.99	20.41
318.458	20.3
318.925	20.19
319.393	19.27
319.86	19.96
320.328	21.52
320.795	20.66
321.262	19.63
321.73	19.53
322.197	19.69
322.664	19.2
323.131	18.48
323.598	20.11
324.066	19.48
324.533	18.88
325	18.76
325.467	19.52
325.934	18.65
326.401	19.59
326.868	18.76
327.335	18.84
327.802	18.98
328.269	18.78
328.735	18.84
329.202	19.07
329.669	18.51
330.136	18.82
330.603	18.6
331.069	17.84
331.536	18.71
332.003	17.26
332.469	18.86
332.936	18.18
333.402	18.23
333.869	18.14
334.336	17.66
334.802	17.91
335.268	17.74
335.735	17.96
336.201	17.47
336.668	17.51
337.134	18.13
337.6	17.09
338.067	16.6
338.533	16.76
338.999	17.61
339.465	16.1
339.931	17.79
340.398	17.33
340.864	17.25
341.33	16.45
341.796	17.45
342.262	17.06
342.728	16.08
343.194	17.08
343.66	16.5
344.126	16.51
344.592	15.73
345.057	17.34
345.523	16.74
345.989	16.73
346.455	15.9
346.921	17.22
347.386	17.01
347.852	15.33
348.318	16.76
348.783	15.33
349.249	16.09
349.714	16.04
350.18	16.8
350.645	16.69
351.111	16.01
351.576	16.28
